found_date,auto_tier_guess,auto_score,myth_flag,source_api,title,authors,year,pub_date,type,venue,open_access,preprint,doi,url,query,status
2026-08-03,A?,12,,OpenAlex,"Remote Work Flexibility, Technological Infrastructure, and Managerial Support as Drivers of Employee Productivity: The Moderating Role of Job Satisfaction",Aisha Mirghani Shibeika,2026,2026-07-31,article,Journal of Intelligent Decision Making and Information Science,OA,,10.59543/jidmis.v3.1254,https://doi.org/10.59543/jidmis.v3.1254,remote work wellbeing productivity,NEW — to review
2026-08-03,A?,11,,OpenAlex,Investigating the Impact of Occupational Stress on Employee Performance,"Hikmatullah Wahidi, Sayed Nematullah Hashimi, Zubair Azimi",2026,2026-07-31,article,Journal of Social Sciences & Humanities,OA,,10.62810/jssh.v3i3.351,https://doi.org/10.62810/jssh.v3i3.351,technostress employees,NEW — to review
2026-08-03,A?,10,,OpenAlex,"Singeing with Spent Motor Tyres: Environmental and Occupational Health-Risk Awareness Among Abattoir Workers in Makurdi, Nigeria","Baturh Yarkwan, Olije Elizabeth Adah, ThankGod Omiagocho Isaac",2026,2026-08-01,article,"Journal of Food Innovation, Nutrition, and Environmental Sciences",OA,,10.70851/jfines.2026.3(3).276.290,https://doi.org/10.70851/jfines.2026.3(3).276.290,human-AI collaboration workplace,NEW — to review
2026-08-03,A?,10,,OpenAlex,"Digital stress, employee performance, and mental well-being: examining the moderated mediation role of social media use","Priyanka Gupta, Girish Lakhera, Manu Sharma, S. Joshi, Amar Johri, Seema Khurshid Qureshi",2026,2026-07-31,article,Frontiers in Human Dynamics,OA,,10.3389/fhumd.2026.1828819,https://doi.org/10.3389/fhumd.2026.1828819,remote work wellbeing productivity,NEW — to review
2026-08-03,A?,10,,OpenAlex,Workplace Mental Health Programs for Healthcare Workers: A Systematic Review,"Jimmy Jacob, Priyanka Malaiyappan, Vettrivel Arul, Taranjot Kaur, Shanthini Vijayaraman, Greety Antony",2026,2026-07-30,review,International Journal of Environmental Research and Public Health,OA,,10.3390/ijerph23081002,https://doi.org/10.3390/ijerph23081002,workplace burnout neuroscience,NEW — to review
2026-08-03,A?,9,,OpenAlex,Measurement of Reliability and Construct Validity of Intensification of Job Demands Scale,"Grace Odilia, Rezki Ashriyana Sulistiobudi",2026,2026-07-31,article,Journal Research of Social Science Economics and Management,OA,,10.59141/jrssem.v5i12.1010,https://doi.org/10.59141/jrssem.v5i12.1010,remote work wellbeing productivity,NEW — to review
2026-08-03,A?,9,,OpenAlex,Sustainable Human Resource Practices and Their Impact on SDG 8: Decent Work and Economic Growth,Amer Hani Al-Qassem,2026,2026-07-31,article,Journal of Intelligent Decision Making and Information Science,OA,,10.59543/jidmis.v3.1056,https://doi.org/10.59543/jidmis.v3.1056,remote work wellbeing productivity,NEW — to review
2026-08-03,A?,9,,OpenAlex,Beyond Economic Efficiency: A Strategic Communication and Digital Governance Framework for Saudi Arabia’s Unified Health Insurance Reform toward Vision 2030,Kholod Saleh Huneiti Ahmed AlHasan,2026,2026-07-31,article,Journal of Intelligent Decision Making and Information Science,OA,,10.59543/jidmis.v3.1335,https://doi.org/10.59543/jidmis.v3.1335,hybrid work employee outcomes,NEW — to review
2026-08-03,A?,9,,OpenAlex,A Fairness-Constrained Multimodal Adaptive Reinforcement Learning Framework for Personalized Candidate Evaluation in Virtual Interviews,Mallikarjuna G D,2026,2026-07-31,article,Journal of Intelligent Decision Making and Information Science,OA,,10.59543/jidmis.v3.1036,https://doi.org/10.59543/jidmis.v3.1036,hybrid work employee outcomes,NEW — to review
2026-08-03,A?,9,,OpenAlex,Remote training of behavioral intervention facilitators: model development and lessons learned,"Yong Gun Lee, Vitaliy Vinogradov, Ethan H. Freedman, Kelsey G. Reeder, Alissa Davis, Emily Allen Paine",2026,2026-07-31,article,Frontiers in Digital Health,OA,,10.3389/fdgth.2026.1768119,https://doi.org/10.3389/fdgth.2026.1768119,attention interruptions knowledge workers,NEW — to review
