found_date,auto_tier_guess,auto_score,myth_flag,source_api,title,authors,year,pub_date,type,venue,open_access,preprint,doi,url,query,status
2026-09-07,A?,13,,EuropePMC,Work-family conflict and mental health: A systematic review and meta-analysis.,"Liu D, Ni Y, Ma TSW, Fan X, Zhan Y, Lam IHL, Lui MCL, Chandola T, Kawachi I, Cuijpers P, Ni MY.",2026,2026-07-17,meta-analysis; research-article; systematic review; journal article,PLoS Med,OA,,10.1371/journal.pmed.1005162,https://doi.org/10.1371/journal.pmed.1005162,generative AI worker productivity,NEW — to review
2026-09-07,A?,12,,OpenAlex,"The support paradox: work family conflict, glass ceiling barriers, technostress, and job satisfaction among female academics in Indonesian Catholic higher education","Ega Leovani, Mohamad Adam, Muhammad Ichsan Hadjri",2026,2026-09-04,article,Frontiers in Sociology,OA,,10.3389/fsoc.2026.1907341,https://doi.org/10.3389/fsoc.2026.1907341,human-AI collaboration workplace,NEW — to review
2026-09-07,A?,12,,OpenAlex,Digital Administrative Communications Outside Official Working Hours and Job Burnout: The Mediating Role of Techno-Stress and the Moderating Role of Organizational Support,Ahmed Hadi Obaied,2026,2026-09-04,article,International Journal of Social Science Research and Review,OA,,10.47814/ijssrr.v9i9.3535,https://doi.org/10.47814/ijssrr.v9i9.3535,technostress employees,NEW — to review
2026-09-07,A?,11,,OpenAlex,A Study on Employee Retention in The Hybrid Work,"Panuganti Shailaja, Dr.P.Janaki Ramulu, L.Yamuna",2026,2026-09-04,article,International Journal of Data Science and IoT Management System,OA,,10.64751/ijdim.2026.v5.n3.1316,https://doi.org/10.64751/ijdim.2026.v5.n3.1316,remote work wellbeing productivity,NEW — to review
2026-09-07,A?,11,,OpenAlex,"Workplace stress and healthy aging: assessment strategies, research hypotheses, and pilot insights from the Semmelweis study","Péter Varga, Virág Zábó, Andrea Ceglédi, Alessia Buda, Andrea Zsebe, Mónika Fekete",2026,2026-09-03,article,GeroScience,OA,,10.1007/s11357-026-02426-1,https://doi.org/10.1007/s11357-026-02426-1,occupational stress cortisol HPA axis,NEW — to review
2026-09-07,A?,11,,OpenAlex,Understanding the needs of employees with non-communicable diseases regarding physical activity-related workplace health promotion programs: a qualitative study,"Andrea Schaller, Lena Katharina Spanio, Martin Lange",2026,2026-09-03,article,Frontiers in Public Health,OA,,10.3389/fpubh.2026.1919436,https://doi.org/10.3389/fpubh.2026.1919436,job strain cardiovascular disease,NEW — to review
2026-09-07,A?,10,,OpenAlex,Intensive care unit nurses’ perceptions of night-work-related chronic fatigue and cognitive function: a cross-sectional survey,"Biljana Filipović, Katarina Kovačić, Adriano Friganović, Cecilija Rotim, Danijela Kundrata, Irena Kovačević",2026,2026-09-04,article,Frontiers in Public Health,OA,,10.3389/fpubh.2026.1946371,https://doi.org/10.3389/fpubh.2026.1946371,sleep deprivation cognitive performance work,NEW — to review
2026-09-07,A?,10,,OpenAlex,From development to implementation through a RE-AIM lense: lessons learned from a qualitative process evaluation of workplace health promotion workshops in long-term care,"Judith Czakert, Fabian Voigt, Anny Warncke, Sandra Jankow, Julia Berschick, Nina Effenberg",2026,2026-09-04,article,Frontiers in Public Health,OA,,10.3389/fpubh.2026.1917030,https://doi.org/10.3389/fpubh.2026.1917030,job strain cardiovascular disease,NEW — to review
2026-09-07,A?,10,,OpenAlex,Long-term night shift work and cardiometabolic health in healthcare workers: a review of mechanisms and precision intervention strategies,"Xuelan Ye, Chao Huang, Jiaxin Zhou, Zhibing Qiu, Jieying Wu, Hongmei Wu",2026,2026-09-03,article,Frontiers in Public Health,OA,,10.3389/fpubh.2026.1934083,https://doi.org/10.3389/fpubh.2026.1934083,occupational stress cortisol HPA axis,NEW — to review
2026-09-07,A?,10,,EuropePMC,"Beyond technology usefulness: Health system reliability, and socio-demographic and professional factors as shapers of technostress in physicians.","Ficapal-Cusí P, Torrent-Sellens J, Yuguero Torres O.",2026,2026-07-30,research-article; journal article,PLOS Digit Health,OA,,10.1371/journal.pdig.0001541,https://doi.org/10.1371/journal.pdig.0001541,technostress employees,NEW — to review
2026-09-07,A?,10,,EuropePMC,The neural and physiological mechanisms of Animal-Assisted Interventions (AAI): A systematic review and integrated framework.,"Ehrlich N, Peled-Avron L.",2026,2026-07-16,review-article; review; journal article,Compr Psychoneuroendocrinol,OA,,10.1016/j.cpnec.2026.100367,https://doi.org/10.1016/j.cpnec.2026.100367,occupational stress cortisol HPA axis,NEW — to review
2026-09-07,A?,9,,OpenAlex,"If you build it, they will stay! Sustaining evidence-based practices for the treatment of substance use disorders through investment in workforce retention","Michael J. Chaple, Sara Becker, Thomas E. Freese, Bryan Hartzler, Rosemarie Martin, Todd Molfenter",2026,2026-09-04,article,Frontiers in Public Health,OA,,10.3389/fpubh.2026.1939991,https://doi.org/10.3389/fpubh.2026.1939991,remote work wellbeing productivity,NEW — to review
2026-09-07,A?,9,,OpenAlex,Deciding Under Uncertainty: A Systematic Review and Integrated Theories–Contexts–Methods and Antecedents– Decisions–Outcomes Framework of Artificial Intelligence-Driven Decision-Making in Small and Medium-Sized Enterprises,"Omar Picone Chiodo, Mazumder Sita, Noptanit Chotisarn, Thadathibesra Phuthong",2026,2026-09-04,review,International Review of Management and Marketing,OA,,10.32479/irmm.24320,https://doi.org/10.32479/irmm.24320,hybrid work employee outcomes,NEW — to review
2026-09-07,A?,9,,OpenAlex,"Career development, supervision, and organisational culture as determinants of employee performance at PLN Kisaran","Haris Ardanu, Neni Triastuti",2026,2026-09-04,article,Priviet Social Sciences Journal,OA,,10.55942/pssj.v6i9.2234,https://doi.org/10.55942/pssj.v6i9.2234,attention interruptions knowledge workers,NEW — to review
2026-09-07,A?,9,,OpenAlex,Perceived risk of technological displacement and mental health among young workers: evidence from the CSS2023,"杨天发, Mao Dai, Shuqi Zhang, Ye Guo, Rong Hu",2026,2026-09-04,article,Frontiers in Psychology,OA,,10.3389/fpsyg.2026.1851198,https://doi.org/10.3389/fpsyg.2026.1851198,generative AI worker productivity,NEW — to review
2026-09-07,A?,9,,OpenAlex,"Impact of Generative AI Tools on Employee Productivity,Job Satisfaction, and Workforce Engagement: A Study of Knowledge-Based Organizations","Pasupureddy Kalyan, P. Janaki Ramulu, Pavani Mudem",2026,2026-09-04,article,International Journal of AI Electrical Civil and Mechanical engineering,OA,,10.64751/8cq5ay88,https://doi.org/10.64751/8cq5ay88,technostress employees,NEW — to review
2026-09-07,A?,9,,OpenAlex,"The “Sunday Blues”: a qualitative exploration of manifestations, contributing factors, and coping strategies among employees","Zhongbi Peng, Harshita Sethi, Haian Xue, Laurens A. G. Kolks, Jun Hu, Pieter Desmet",2026,2026-09-04,article,Frontiers in Psychology,OA,,10.3389/fpsyg.2026.1882556,https://doi.org/10.3389/fpsyg.2026.1882556,job strain cardiovascular disease,NEW — to review
2026-09-07,A?,9,,OpenAlex,Associations of work-related extended availability with overweight and obesity among Chinese workers,"Huiying Wang, Xin Li",2026,2026-09-03,article,Frontiers in Public Health,OA,,10.3389/fpubh.2026.1907128,https://doi.org/10.3389/fpubh.2026.1907128,occupational stress cortisol HPA axis,NEW — to review
2026-09-07,A?,9,,OpenAlex,Latent class analysis of sleep-related worry and its influencing factors among shift work nurses: a cross-sectional study,"Shuangli Zhang, Zhilin Cheng, Jianhong Qiao",2026,2026-09-03,article,Frontiers in Public Health,OA,,10.3389/fpubh.2026.1908778,https://doi.org/10.3389/fpubh.2026.1908778,occupational stress cortisol HPA axis,NEW — to review
2026-09-07,A?,9,,OpenAlex,"Role Overload, Technostress, and Job Performance: The Mediating Role of Work Engagement and Burnout in Public Sector Digital Transformation","Mayora Lolly Ishimora, Fanny Martdianty",2026,2026-09-03,article,Journal of Business Social and Technology,OA,,10.59261/jbt.v7i3.698,https://doi.org/10.59261/jbt.v7i3.698,technostress employees,NEW — to review
2026-09-07,B?,8,,Crossref,"‘Rigid-flexible hybrid’ epoxy resin with superior curing performance, fire safety, and toughness","Shuhui Liang, Chentao Yan, Sheng Li, Yuyu Zhao, Jianting Ma, Ao Qin",2027,2027-4,journal-article,Journal of Materials Science &amp; Technology,?,,10.1016/j.jmst.2026.08.034,https://doi.org/10.1016/j.jmst.2026.08.034,psychological safety teams,NEW — to review
2026-09-07,B?,8,,OpenAlex,The interplay of personality traits and work-related stress in burnout: a retrospective study in inpatients with stress-related disorders,"K. Ledermann, M. Princip, J. Keller, C. Zuccarella-Hackl, R. von Känel, D. Straus",2026,2026-09-04,article,Journal of Psychosomatic Research,OA,,10.1016/j.jpsychores.2026.112986,https://doi.org/10.1016/j.jpsychores.2026.112986,workplace burnout neuroscience,NEW — to review
2026-09-07,B?,8,,OpenAlex,"Modeling Employee Adaptive Performance Through Digital Mindset, Learning Agility, and Technostress","Athoullah Mondir Athoullah, Iriani Ismail Iriani",2026,2026-09-03,article,Agregat Jurnal Ekonomi dan Bisnis,OA,,10.22236/agregat_vol10.i1/23391,https://doi.org/10.22236/agregat_vol10.i1/23391,technostress employees,NEW — to review
2026-09-07,B?,8,,OpenAlex,"Algorithmic fatigue, human talent adaptation, and perceived digital competitiveness among general and financial services professionals: a configurational analysis","Alexander Haro-Sarango, Silvia Cachay-Salcedo, Jessica Saavedra-Vasconez, Rosa Salcedo-Dávalos, Briseida Sotelo-Castro",2026,2026-09-03,article,Frontiers in Human Dynamics,OA,,10.3389/fhumd.2026.1924815,https://doi.org/10.3389/fhumd.2026.1924815,technostress employees,NEW — to review
2026-09-07,B?,8,,EuropePMC,"Technostress, Perceived Organizational Support, and Burnout Among Healthcare Professionals: A Suppression Mediation Model.","Alrashedi H, Alnomasy N, Banappagoudar SB, Abou Hashish E.",2026,2026-07-10,research-article; journal article,Nurs Rep,OA,,10.3390/nursrep16070239,https://doi.org/10.3390/nursrep16070239,technostress employees,NEW — to review
2026-09-07,B?,8,,EuropePMC,Occupational Stress in the Neuroticism-Burnout Link: An Exploratory Examination of Physiological Contributions.,"Lee HS, Lee T, Kwon K, Ahn WS, Lee SH.",2026,2026-04-21,research-article; journal article,Clin Psychopharmacol Neurosci,OA,,10.9758/cpn.25.1377,https://doi.org/10.9758/cpn.25.1377,workplace burnout neuroscience,NEW — to review
2026-09-07,B?,7,,EuropePMC,"Past, Present and Future: A Historical Analysis and Reflection of 100 Years of Nursing Leadership.","Bolton S, Byrne AL, Wirihana L, Connor J, Cutmore E.",2026,2026-10-01,historical article; review-article; review; journal article,Nurs Inq,OA,,10.1111/nin.70152,https://doi.org/10.1111/nin.70152,human-AI collaboration workplace,NEW — to review
2026-09-07,B?,7,,OpenAlex,Collaborative clinical reasoning in the ICU: how teams construct shared understanding in real time,"C B Lee, Hung-Yi Lai, Ching‐Hsin Lee, Mi-Mi Chen, Sze-Yuen Yau",2026,2026-09-05,book-chapter,Advances in Health Sciences Education,OA,,10.1007/s10459-026-10575-3,https://doi.org/10.1007/s10459-026-10575-3,psychological safety teams,NEW — to review
2026-09-07,B?,7,,OpenAlex,Robots at Work: A Comparative Analysis of Job Displacement in the Automobile and Healthcare Sectors,Neel Kirpalani,2026,2026-09-04,article,Scholarly review .,OA,,10.70121/001c.169618,https://doi.org/10.70121/001c.169618,workplace burnout neuroscience,NEW — to review
2026-09-07,B?,7,,OpenAlex,Combating Sexual Harassment and Offensive Speech in Hybrid Work Environments: A Risk Management Perspective in Corporate Firms in Bayelsa State,Ebimie Melbourne Eleke,2026,2026-09-04,article,JOURNAL OF HUMANITIES AND SOCIAL POLICY,OA,,10.56201/jhsp.vol.12.no4.2026.pg26.37,https://doi.org/10.56201/jhsp.vol.12.no4.2026.pg26.37,remote work wellbeing productivity,NEW — to review
2026-09-07,B?,7,,OpenAlex,Relationships at work: friend or foe? The perspective of ADHD employees,"Beatrice Re, Cinzia Calluso, Pietro Previtali",2026,2026-09-04,article,Personnel Review,OA,,10.1108/pr-05-2025-0532,https://doi.org/10.1108/pr-05-2025-0532,hybrid work employee outcomes,NEW — to review
2026-09-07,B?,7,,OpenAlex,Extending the Technology Acceptance Model to Generative AI at Work: A Conceptual Framework Linking Acceptance Beliefs to the Job Performance of Generation Z Employees in Bangkok,"Krit Piriyakrit, Pachoke Lert-asavapatra, Chaithanaskorn Phawitpiriyakliti",2026,2026-09-04,conference-abstract,,OA,,10.62788/iccmets2025-paper34,https://doi.org/10.62788/iccmets2025-paper34,technostress employees,NEW — to review
2026-09-07,B?,7,,OpenAlex,"Digital Communication, Information Overload and Telework Stress in Nigeria: A Critical Appraisal",Philomena E. Umoren,2026,2026-09-03,article,Zenodo (CERN European Organization for Nuclear Research),OA,,10.5281/zenodo.22262367,https://doi.org/10.5281/zenodo.22262367,technostress employees,NEW — to review
2026-09-07,B?,7,,EuropePMC,"Association Between Dietary Patterns, Work Stress, Physical Activity, and Cardiometabolic Markers Among University Workers in Ghana: A Cross-Sectional Study.","Ayeltigah D, Amoako M, Oguah R, Ledi DK, Gyamfi A, Wiafe MA.",2026,2026-08-05,research-article; journal article,Health Sci Rep,OA,,10.1002/hsr2.72986,https://doi.org/10.1002/hsr2.72986,job strain cardiovascular disease,NEW — to review
2026-09-07,B?,7,,EuropePMC,Occupational resilience: Scoping review of conceptualisations and applications in contexts of adversity.,"Puig-Esteve G, Morrison R.",2026,2026-08-01,scoping review; review-article; journal article,Aust Occup Ther J,OA,,10.1111/1440-1630.70105,https://doi.org/10.1111/1440-1630.70105,workplace burnout neuroscience,NEW — to review
2026-09-07,B?,7,,EuropePMC,"Occupational therapists, self-regulation, and primary schools: A scoping review.","Cossart L, Thomacos N, Bhopti A, Fossey E.",2026,2026-08-01,scoping review; review-article; journal article,Aust Occup Ther J,OA,,10.1111/1440-1630.70101,https://doi.org/10.1111/1440-1630.70101,remote work wellbeing productivity,NEW — to review
2026-09-07,B?,7,,EuropePMC,Supporting Nutritional Health of the UK Food Manufacturing Workforce: A Qualitative Study Exploring Insights From Employees.,"Rogerson G, Hunt BR, Durrant L, Theobald HE, Philippou E, Hall WL, Gibson R.",2026,2026-08-01,research-article; journal article,J Hum Nutr Diet,OA,,10.1111/jhn.70310,https://doi.org/10.1111/jhn.70310,remote work wellbeing productivity,NEW — to review
2026-09-07,B?,7,,EuropePMC,Mental health first aid in the workplace: a reflexive thematic analysis of UK workers' experiences.,"Atanda O, Vangeli E, Brown SD, Callaghan P, Durcan G, Wood K, Carter T, O'Shea N, White S, Reavey P.",2026,2026-07-21,research-article; randomized controlled trial; journal article,Int J Qual Stud Health Well-being,OA,,10.1080/17482631.2026.2706909,https://doi.org/10.1080/17482631.2026.2706909,hybrid work employee outcomes,NEW — to review
2026-09-07,B?,7,,EuropePMC,Interpol international forensic science managers symposium digital evidence review 2023-2025.,Reedy P.,2026,2026-07-13,research-article; journal article,Forensic Sci Int Synerg,OA,,10.1016/j.fsisyn.2026.100702,https://doi.org/10.1016/j.fsisyn.2026.100702,remote work wellbeing productivity,NEW — to review
2026-09-07,B?,7,,EuropePMC,Organizational Support and Reward Systems as Drivers of Teleworker Engagement: The Mediating Role of Organizational Trust.,"Figueiredo E, Margaça C, Sánchez-García JC, Pereira PA.",2026,2026-07-13,research-article; journal article,Behav Sci (Basel),OA,,10.3390/bs16071183,https://doi.org/10.3390/bs16071183,generative AI worker productivity,NEW — to review
2026-09-07,B?,7,,EuropePMC,Home-based telework and worker health and well-being across service occupations: A critical interpretive synthesis.,"Lee J, Almomani Y, Davis A, Miller M, Li P, Cockayne D, Premji S, MacEachen E.",2026,2026-07-11,review-article; review; journal article,SSM Popul Health,OA,,10.1016/j.ssmph.2026.101951,https://doi.org/10.1016/j.ssmph.2026.101951,hybrid work employee outcomes,NEW — to review
2026-09-07,B?,7,,EuropePMC,Beyond Positive Response Rates: Capturing Information Richness in Workplace AI Acceptance Using Belief Structure TOPSIS.,"Roszkowska E, Wachowicz T.",2026,2026-07-02,research-article; journal article,Entropy (Basel),OA,,10.3390/e28070759,https://doi.org/10.3390/e28070759,generative AI worker productivity,NEW — to review
2026-09-07,B?,7,,EuropePMC,Social comparison contributes to work exhaustion in the context of workplace AI use: A three-wave follow-up study of Finnish workers.,"Savolainen I, Osma T, Grönroos R, Heiskari M, Oksanen A.",2026,2026-06-29,research-article; journal article,SSM Popul Health,OA,,10.1016/j.ssmph.2026.101945,https://doi.org/10.1016/j.ssmph.2026.101945,hybrid work employee outcomes,NEW — to review
2026-09-07,B?,7,,EuropePMC,Job strain and ischemic heart disease: the balance of methodological bias and implications for prevention. Response to: Bonde JP et al. The demands-control-support work stress model and risk of ischemic heart disease: causal inference based on observational epidemiology.,"Lavigne-Robichaud M, Landsbergis P, Brisson C, Sembajwe G, Gilbert-Ouimet M, Li J, Milot A, Trudel X.",2026,2026-06-18,letter; journal article,Scand J Work Environ Health,?,,10.5271/sjweh.4315,https://doi.org/10.5271/sjweh.4315,job strain cardiovascular disease,NEW — to review
