found_date,auto_tier_guess,auto_score,myth_flag,source_api,title,authors,year,pub_date,type,venue,open_access,preprint,doi,url,query,status
2026-08-24,A?,12,,EuropePMC,Do Females and Males Experience Occupational Stress Differently? Insights From a Meta-Analysis.,"Man SS, Fang Y, Chen Y, Liu L, Shou Chan AH.",2026,2026-03-16,review-article; review; journal article,Saf Health Work,OA,,10.1016/j.shaw.2026.03.003,https://doi.org/10.1016/j.shaw.2026.03.003,attention interruptions knowledge workers,NEW — to review
2026-08-24,A?,11,,OpenAlex,Motivation under pressure: a systematic review of psychological and organizational factors in emergency volunteering,"Niklas Tschäschke, Meinald T. Thielsch",2026,2026-08-22,review,Safety Science,OA,,10.1016/j.ssci.2026.107425,https://doi.org/10.1016/j.ssci.2026.107425,psychological safety teams,NEW — to review
2026-08-24,A?,11,,OpenAlex,The impact of technostress on female teachers’ perceived career progression: the mediating role of work–family conflict,Li Fu,2026,2026-08-20,article,Frontiers in Psychology,OA,,10.3389/fpsyg.2026.1881723,https://doi.org/10.3389/fpsyg.2026.1881723,remote work wellbeing productivity,NEW — to review
2026-08-24,A?,11,,OpenAlex,"Always On, Always Alert: Occupational Stress, Burnout, and Coping Strategies Among IT and Cybersecurity Professionals in Bengaluru, India",Niranth D,2026,2026-08-20,article,International Journal of Science and Research (IJSR),OA,,10.21275/sr26817224851,https://doi.org/10.21275/sr26817224851,technostress employees,NEW — to review
2026-08-24,A?,11,,OpenAlex,"Biomechanical Wellness: A Human-Centered Framework Integrating Biomechanics, Ergonomics, Neurophysiology, and Organizational Design for Sustainable Workplace Wellbeing","Mawaheb Al Homsi, Hashem A. Kilani",2026,2026-08-16,article,The European Journal for Sport Sciences Technology,OA,,10.58305/ejsst.v16i1.788,https://doi.org/10.58305/ejsst.v16i1.788,workplace burnout neuroscience,NEW — to review
2026-08-24,A?,10,,OpenAlex,Using emoji reduces dropout of remote workers: a causal analysis on GitHub,"Xuan Lu, Wei Ai, Qiaozhu Mei",2026,2026-08-22,article,Humanities and Social Sciences Communications,OA,,10.1057/s41599-026-08748-x,https://doi.org/10.1057/s41599-026-08748-x,remote work wellbeing productivity,NEW — to review
2026-08-24,A?,10,,OpenAlex,Development and Validation of a Well-being Scale for Hybrid Workers in Thailand: A Mixed Methods Study,Soontaree Sookhanaphibarn,2026,2026-08-21,article,Suranaree Journal of Social Science,OA,,10.55766/sjss285670,https://doi.org/10.55766/sjss285670,remote work wellbeing productivity,NEW — to review
2026-08-24,A?,10,,OpenAlex,Relationship of rotating-shift work with lifestyle and health status of hospital employees,"Maria Antonia Alou-Soler, Aina M. Galmés‐Panades, Ángel Arturo López-González, Aina M. Yáñez, Miquel Bennasar‐Veny",2026,2026-08-19,article,PLOS Global Public Health,OA,,10.1371/journal.pgph.0006956,https://doi.org/10.1371/journal.pgph.0006956,job strain cardiovascular disease,NEW — to review
2026-08-24,A?,9,,OpenAlex,Evaluating the Effectiveness of a Privacy-First AI-Based Multimodal Mood Monitoring System (Sanrakshak) among Office Employees,"Aakanksh Chandra, Meenu Chopra, Cosmena Mahapatra",2026,2026-08-22,article,International Journal of Social Science Humanity & Management Research,OA,,10.58806/ijsshmr.2026.v5i8n16,https://doi.org/10.58806/ijsshmr.2026.v5i8n16,workplace burnout neuroscience,NEW — to review
2026-08-24,A?,9,,OpenAlex,NeuroTectonic Theory (NTT): A Multilevel Connection Dynamics Framework for,Mosi Dorbayani,2026,2026-08-22,article,Journal of Interdisciplinary Social Sciences Review ISSN 3078-8358,OA,,10.60087/jissr.v4i01.364,https://doi.org/10.60087/jissr.v4i01.364,loneliness work social connection,NEW — to review
2026-08-24,A?,9,,OpenAlex,Association between ultra-processed food consumption and perceived stress among teaching professionals: a gender-stratified cross-sectional study from Urban India,"Anindita Ghosh, Arti Muley, Reena Verma, Ashutosh Zunjur, Saylee Borse, Subhamitra Adhikari",2026,2026-08-21,article,Frontiers in Nutrition,OA,,10.3389/fnut.2026.1889456,https://doi.org/10.3389/fnut.2026.1889456,occupational stress cortisol HPA axis,NEW — to review
2026-08-24,A?,9,,OpenAlex,"A modified hybrid hub-spoke model for assistive technology: institutional design for procurement, financing, and market-shaping","Goran Radosavljević, Aleksandra Lazevski",2026,2026-08-21,article,Frontiers in Rehabilitation Sciences,OA,,10.3389/fresc.2026.1880845,https://doi.org/10.3389/fresc.2026.1880845,attention interruptions knowledge workers,NEW — to review
2026-08-24,A?,9,,OpenAlex,Online news monitoring as a complementary sentinel tool for occupational heat-related adverse events: a six-year descriptive study in Italy (2020–2025),"Giulia Ionita, Erica Mencucci, Giulia Guerri, Alisa Barash, Letizia Fattorini, M. Bruschi",2026,2026-08-21,article,Frontiers in Environmental Health,OA,,10.3389/fenvh.2026.1886467,https://doi.org/10.3389/fenvh.2026.1886467,human-AI collaboration workplace,NEW — to review
2026-08-24,A?,9,,OpenAlex,Seafarer Fatigue: a qualitative study of customer-facing staff working on UK ferries,"Sally Maynard, Wendy Jones, Adam Asmal, Anna Anund, Andrew Pooley, Ashleigh Filtness",2026,2026-08-21,article,Frontiers in Sleep,OA,,10.3389/frsle.2026.1906714,https://doi.org/10.3389/frsle.2026.1906714,sleep deprivation cognitive performance work,NEW — to review
2026-08-24,A?,9,,OpenAlex,"The dark side of Gen-AI-assisted clinical work collaboration: work alienation, trait emotional intelligence, and instigated interprofessional incivility","Zhanglan You, Pingping You, Isaac Wasonga Owino",2026,2026-08-20,article,Frontiers in Psychology,OA,,10.3389/fpsyg.2026.1856755,https://doi.org/10.3389/fpsyg.2026.1856755,technostress employees,NEW — to review
2026-08-24,A?,9,,OpenAlex,Private Clinic Integration through Hybrid Models within Government Hospitals: A Systematic Review of Funding Efficiency and Quality-of-Care Outcomes with Policy Implications for Oman,Nasser AL Hashmi,2026,2026-08-20,review,Journal of Economics Finance and Accounting Studies,OA,,10.32996/jefas.2026.8.8.13,https://doi.org/10.32996/jefas.2026.8.8.13,job strain cardiovascular disease,NEW — to review
2026-08-24,A?,9,,OpenAlex,THE LEVEL OF TECHNOSTRESS AND WORK ENGAGEMENT AMONG SALES EMPLOYEES: THE ROLE OF PERCEIVED ORGANIZATIONAL SUPPORT AS BASIS FOR RECOMMENDATIONS AND STRATEGIES,"Jairus Alvin P. Eusebio, Ena A. Bernal",2026,2026-08-19,article,Zenodo (CERN European Organization for Nuclear Research),OA,,10.5281/zenodo.22010362,https://doi.org/10.5281/zenodo.22010362,technostress employees,NEW — to review
2026-08-24,B?,8,,OpenAlex,"Teacher accountability and educational reform: Exploring Saudi EFL teachers’ well-being, professional practice and identity","Mohammed Alzahrani, Mohammed Alzahrani, Mona Alshehri, Mona Alzahrani, Mona Alzahrani",2026,2026-08-22,article,Social Sciences & Humanities Open,OA,,10.1016/j.ssaho.2026.103471,https://doi.org/10.1016/j.ssaho.2026.103471,work engagement job demands resources,NEW — to review
2026-08-24,B?,8,,OpenAlex,Tool to teammate: a systematic review on human–robot collaboration in architectural fabrication,"Tahmures Ghiyasi, Ali Ghazvinian",2026,2026-08-21,review,Architectural Intelligence,OA,,10.1007/s44223-026-00121-x,https://doi.org/10.1007/s44223-026-00121-x,generative AI worker productivity,NEW — to review
2026-08-24,B?,8,,OpenAlex,Embracing complexity to optimize cross-sectoral collaborations for integrated care,"Grace Liu, Peter Tsasis",2026,2026-08-21,article,Frontiers in Political Science,OA,,10.3389/fpos.2026.1830433,https://doi.org/10.3389/fpos.2026.1830433,manager training mental health at work,NEW — to review
2026-08-24,B?,8,,OpenAlex,"Emotional State and Workplace Wellness among Employees of a Local Government Unit in Ifugao, Philippines",Mejean B. Chumawat,2026,2026-08-20,article,International Journal of Research on Multidisciplinary Studies,OA,,10.67903/ijroms0320,https://doi.org/10.67903/ijroms0320,workplace burnout neuroscience,NEW — to review
2026-08-24,B?,8,,OpenAlex,The Double-Edged Effects of Hybrid Work on Employee Well-Being,Ryan Basith Fasih Khan,2026,2026-08-19,article,SEISENSE Journal of Management,OA,,10.33215/kh9mb946,https://doi.org/10.33215/kh9mb946,technostress employees,NEW — to review
2026-08-24,B?,8,,EuropePMC,Artificial Intelligence and Occupational Health: Global Umbrella Review of Applications and Limitations.,"Descatha A, Hawkins D, Sembajwe G, Aloui S, Fadel E, Gagliardi D, Violante FS, Sim MR, Fadel M, Kang SK.",2026,2026-02-24,review-article; review; journal article,Saf Health Work,OA,,10.1016/j.shaw.2026.02.004,https://doi.org/10.1016/j.shaw.2026.02.004,generative AI worker productivity,NEW — to review
2026-08-24,B?,7,,Crossref,159Chapter 10 Sustainable Employee Engagement: Emotional Intelligence and Job Burnout as Determinants of Quiet Quitting,"Bhavna Kaura Ohri, Damanpreet Kaur",2027,2027-4-15,book-chapter,Data-Driven Sustainable Workforce Analytics,?,,10.1515/9783112237687-010,https://doi.org/10.1515/9783112237687-010,workplace burnout neuroscience,NEW — to review
2026-08-24,B?,7,,OpenAlex,Ergonomics in Occupational Health: Comprehensive Strategies for Preventing Work-Related Musculoskeletal Disorders Across Healthcare and General Work Settings,"Indunil Karunaratha, Asoka Karunarathna",2026,2026-08-22,article,Zenodo (CERN European Organization for Nuclear Research),OA,,10.5281/zenodo.22055750,https://doi.org/10.5281/zenodo.22055750,psychological safety teams,NEW — to review
2026-08-24,B?,7,,OpenAlex,ZnO-Ag Hybrid SERS Platforms for Stress Biomarker Detection: From Mechanisms to Materials Engineering and Sensing Applications,"Nor Azlian Abdul Manaf, Tengku Hasnan Tengku Abdul Aziz, Rusli Daik",2026,2026-08-21,article,Materials Research Express,OA,,10.1088/2053-1591/ae9d01,https://doi.org/10.1088/2053-1591/ae9d01,occupational stress cortisol HPA axis,NEW — to review
2026-08-24,B?,7,,OpenAlex,Work Design and Employee Well-Being: A Bibliometric Analysis and Future Research Agenda,"Siti Hajar Jamian, Nor Akmar NORDIN",2026,2026-08-21,article,Architecture Image Studies,OA,,10.62754/ais.v7i1.1395,https://doi.org/10.62754/ais.v7i1.1395,remote work wellbeing productivity,NEW — to review
2026-08-24,B?,7,,OpenAlex,"Assessment Of Clinical Leadership Competency Among Registered Nurses Working In Neuro Units Of A Tertiary Hospital, Riyadh, Saudi Arabia: A Cross-Sectional Study","Premalatha Jayachandra, Ahmed Alrasheedi, Badryah Alrasheedi, Yaser Mohammed Alrabae, Ra. Janani Dheepak",2026,2026-08-17,article,Adolescencia e Saude,OA,,10.67440/ahj.v21i6s.1541,https://doi.org/10.67440/ahj.v21i6s.1541,workplace burnout neuroscience,NEW — to review
2026-08-24,B?,7,,EuropePMC,Determinants of implementation success for a digital single-session intervention for workplace mental health: Mixed methods evaluation in a cluster trial.,"Batterham PJ, Gulliver A, Heffernan C, Calear AL, Werner-Seidler A, Turner A, Farrer LM, Berk M.",2026,2026-06-23,research-article; journal article,Internet Interv,OA,,10.1016/j.invent.2026.100970,https://doi.org/10.1016/j.invent.2026.100970,workplace burnout neuroscience,NEW — to review
2026-08-24,B?,7,,EuropePMC,Workplace Harassment and All-Cause Mortality in a Longitudinal Cohort over a 24-Year Period.,"Rospenda KM, Freels S, Johnson TP, Richman JA.",2026,2026-06-01,research-article; journal article,Occup Health (Auckl),OA,,10.3390/occuphealth1020021,https://doi.org/10.3390/occuphealth1020021,occupational stress cortisol HPA axis,NEW — to review
2026-08-24,B?,6,,Crossref,289Chapter 18 Workplace Mental Health in the Age of Data: Opportunities and Challenges of Employee Well-Being Analytics,"Anjana Singh, Nemi Rishi",2027,2027-4-15,book-chapter,Data-Driven Sustainable Workforce Analytics,?,,10.1515/9783112237687-018,https://doi.org/10.1515/9783112237687-018,workplace burnout neuroscience,NEW — to review
2026-08-24,B?,6,,OpenAlex,Hypothalamic-Pituitary-Adrenal Axis Dysregulation and Circadian Disruption in Postpartum Female Clinical Laboratory Professionals: Endocrine Consequences of Shift Work and Evidence-Based Mitigation Strategies,"Chandrakumar K, Muhammed V",2026,2026-08-22,article,Zenodo (CERN European Organization for Nuclear Research),OA,,10.5281/zenodo.22051827,https://doi.org/10.5281/zenodo.22051827,occupational stress cortisol HPA axis,NEW — to review
